model,isl,osl,runner,method,batch_size,effective_k,requested_batch_schedule_k,k_selection_basis,weight_dtype,kv_cache_dtype,tensor_parallel_size,expert_parallel,output_tok_s,output_tok_s_per_gpu,baseline_tok_s_per_gpu,speedup_vs_baseline,latency_s,acceptance_rate,mean_acceptance_length,num_drafts,num_draft_tokens,num_accepted_tokens,actual_output_tokens,expected_output_tokens,tokens_ok,job_id,vllm_version,vllm_commit,container_digest,harness_commit,cudagraph_mode,enforce_eager,cuda_graph_verified,cuda_graph_capture_completed,cuda_graph_capture_total,cuda_graph_pool_memory_gib,allocator_oom_warning
ultra,10000,1000,mrv1,mtp_static_k1,128,1,,static,bfloat16,fp8,8,True,2826.4308240345895,353.3038530043237,334.6108461322646,1.055864916179884,45.28679736703634,0.9383825222713775,1.9383825222713775,66004.0,66004.0,61937.0,128000,128000,True,2818758,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k1,512,1,,static,bfloat16,fp8,8,True,2748.2063335762728,343.5257916970341,383.3092385744895,0.8962105713251047,186.30333310298738,0.9337593433751785,1.9337593433751785,264626.0,264626.0,247097.0,512000,512000,True,2818759,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k2,1,2,,static,bfloat16,fp8,8,True,127.51153802348064,15.93894225293508,7.262536600950208,2.194679783210962,7.842427559895441,0.9030898876404494,2.806179775280899,356.0,712.0,643.0,1000,1000,True,2818760,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k2,2,2,,static,bfloat16,fp8,8,True,242.41255734535022,30.301569668168778,14.321653187929213,2.115787142067369,8.25039767700946,0.9190340909090909,2.8380681818181817,704.0,1408.0,1294.0,2000,2000,True,2817717,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k2,4,2,,static,bfloat16,fp8,8,True,467.86251977862366,58.48281497232796,28.063682196529516,2.0839323422626346,8.549520063912496,0.9309728183118741,2.861945636623748,1398.0,2796.0,2603.0,4000,4000,True,2817719,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k2,8,2,,static,bfloat16,fp8,8,True,735.9005997100875,91.98757496376093,52.54423434306073,1.750669243045299,10.871033401999739,0.8492411467116358,2.6984822934232717,2965.0,5930.0,5036.0,8000,8000,True,2817720,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k2,16,2,,static,bfloat16,fp8,8,True,1218.392288861164,152.2990361076455,95.65004509728801,1.5922526325286976,13.13205947401002,0.8523841731484613,2.7047683462969223,5914.0,11828.0,10082.0,16000,16000,True,2817716,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k2,32,2,,static,bfloat16,fp8,8,True,1792.2057801634624,224.0257225204328,163.71393019596275,1.368397437238712,17.85509250900941,0.8652648639426768,2.7305297278853535,11723.0,23446.0,20287.0,32000,32000,True,2818761,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k2,128,2,,static,bfloat16,fp8,8,True,2790.8659710388865,348.8582463798608,334.6108461322646,1.0425790150327778,45.863900785014266,0.8219006898830916,2.6438013797661832,48414.0,96828.0,79583.0,128000,128000,True,2818762,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k2,512,2,,static,bfloat16,fp8,8,True,2878.9266612006268,359.86583265007835,383.3092385744895,0.9388394445915362,177.84405796098872,0.8639758965533776,2.7279517931067554,187691.0,375382.0,324321.0,512000,512000,True,2818763,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k3,1,3,,static,bfloat16,fp8,8,True,139.71648350861588,17.464560438576985,7.262536600950208,2.40474663305545,7.157351622998249,0.7454153182308522,3.236245954692557,309.0,927.0,691.0,1000,1000,True,2818764,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k3,2,3,,static,bfloat16,fp8,8,True,262.3271692761043,32.79089615951304,14.321653187929213,2.2896027245758432,7.624067325999931,0.7299308878256247,3.189792663476874,627.0,1881.0,1373.0,2000,2000,True,2817722,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k3,4,3,,static,bfloat16,fp8,8,True,457.2101267562427,57.151265844530336,28.063682196529516,2.0364849289662326,8.748712606999106,0.6965020576131687,3.0895061728395063,1296.0,3888.0,2708.0,4000,4000,True,2817723,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k3,8,3,,static,bfloat16,fp8,8,True,852.4732263114591,106.5591532889324,52.54423434306073,2.027989457286766,9.384458952001296,0.7050733099779422,3.1152199299338266,2569.0,7707.0,5434.0,8000,8000,True,2817724,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k3,16,3,,static,bfloat16,fp8,8,True,1296.5281642718553,162.0660205339819,95.65004509728801,1.6943642877443557,12.340649776000646,0.6860309573858208,3.058092872157462,5233.0,15699.0,10770.0,16000,16000,True,2817721,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a8d329c1692c5582f3afd61ab656f9233bfd58d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k3,32,3,,static,bfloat16,fp8,8,True,1895.3744413160669,236.92180516450836,163.71393019596275,1.4471694918136597,16.883207509003114,0.7255310700813976,3.176593210244193,10074.0,30222.0,21927.0,32000,32000,True,2818765,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k3,128,3,,static,bfloat16,fp8,8,True,2558.223878984363,319.7779848730454,334.6108461322646,0.9556713076378998,50.03471394802909,0.705219613091617,3.1156588392748508,41095.0,123285.0,86943.0,128000,128000,True,2818766,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k3,512,3,,static,bfloat16,fp8,8,True,2888.2652286098532,361.03315357623165,383.3092385744895,0.9418848210361388,177.26903849700466,0.7270993670374994,3.1812981011124983,160989.0,482967.0,351165.0,512000,512000,True,2818767,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k4,1,4,,static,bfloat16,fp8,8,True,154.2609126453472,19.2826140806684,7.262536600950208,2.655079779996637,6.482523556041997,0.6648351648351648,3.659340659340659,273.0,1092.0,726.0,1000,1000,True,2819480,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k4,2,4,,static,bfloat16,fp8,8,True,268.76583336077016,33.59572917009627,14.321653187929213,2.3457996593865236,7.441422054995201,0.6065924657534246,3.4263698630136985,584.0,2336.0,1417.0,2000,2000,True,2819481,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k4,4,4,,static,bfloat16,fp8,8,True,488.49462716019764,61.061828395024705,28.063682196529516,2.175830953593677,8.188421689003007,0.6691176470588235,3.676470588235294,1088.0,4352.0,2912.0,4000,4000,True,2819482,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k4,8,4,,static,bfloat16,fp8,8,True,856.3721671831375,107.0465208978922,52.54423434306073,2.037264834786375,9.341732842993224,0.6660943223443223,3.6643772893772892,2184.0,8736.0,5819.0,8000,8000,True,2819483,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k4,16,4,,static,bfloat16,fp8,8,True,1336.8251402060105,167.1031425257513,95.65004509728801,1.747026280602237,11.96865582400278,0.6885841537740272,3.7543366150961086,4266.0,17064.0,11750.0,16000,16000,True,2819484,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k4,32,4,,static,bfloat16,fp8,8,True,1950.291369959229,243.78642124490364,163.71393019596275,1.4891000475835838,16.407804747999762,0.6718390142791341,3.6873560571165362,8684.0,34736.0,23337.0,32000,32000,True,2819485,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k4,128,4,,static,bfloat16,fp8,8,True,2689.376468197909,336.17205852473865,334.6108461322646,1.0046657554903553,47.594675387997995,0.6747726288436553,3.699090515374621,34635.0,138540.0,93483.0,128000,128000,True,2819486,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k4,512,4,,static,bfloat16,fp8,8,True,2918.0065402003474,364.75081752504343,383.3092385744895,0.951583684446365,175.4622523789294,0.7319952299150281,3.9279809196601123,130396.0,521584.0,381797.0,512000,512000,True,2819487,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,dd2fff5f8a501987d8f42b7e1cc6ecd113a6226b,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k5,1,5,,static,bfloat16,fp8,8,True,134.38921312906706,16.798651641133382,7.262536600950208,2.3130556944711986,7.441073406982468,0.4734006734006734,3.367003367003367,297.0,1485.0,703.0,1000,1000,True,2815993,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,6d4ac2da89abf64b28f4e6baa8df06798c4747dd,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k5,2,5,,static,bfloat16,fp8,8,True,277.076020797823,34.634502599727874,14.321653187929213,2.4183313298578573,7.2182356100001925,0.5335779816513762,3.6678899082568805,545.0,2725.0,1454.0,2000,2000,True,2817365,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0da4f507ac48aa5e8a4359dcd90fe722b230639d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k5,4,5,,static,bfloat16,fp8,8,True,522.0962170495126,65.26202713118907,28.063682196529516,2.325497654732552,7.661423066048883,0.6760655737704918,4.38032786885246,915.0,4575.0,3093.0,4000,4000,True,2817366,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0da4f507ac48aa5e8a4359dcd90fe722b230639d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k5,8,5,,static,bfloat16,fp8,8,True,810.8188124951196,101.35235156188995,52.54423434306073,1.9288957738000625,9.866569296020316,0.6463814051769677,4.231907025884839,1893.0,9465.0,6118.0,8000,8000,True,2817367,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0da4f507ac48aa5e8a4359dcd90fe722b230639d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k5,16,5,,static,bfloat16,fp8,8,True,1333.1408499059407,166.6426062382426,95.65004509728801,1.7422114758936735,12.001732600969262,0.6180935343726042,4.090467671863021,3913.0,19565.0,12093.0,16000,16000,True,2817364,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0da4f507ac48aa5e8a4359dcd90fe722b230639d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k5,32,5,,static,bfloat16,fp8,8,True,1935.9445817511125,241.99307271888907,163.71393019596275,1.4781458879475164,16.529398775999653,0.6009246532550294,4.004623266275146,8003.0,40015.0,24046.0,32000,32000,True,2815995,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,6d4ac2da89abf64b28f4e6baa8df06798c4747dd,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k5,128,5,,static,bfloat16,fp8,8,True,2596.835159568896,324.604394946112,334.6108461322646,0.9700952575153607,49.2907682369987,0.606843795252786,4.034218976263929,31766.0,158830.0,96385.0,128000,128000,True,2815994,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,6d4ac2da89abf64b28f4e6baa8df06798c4747dd,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_static_k5,512,5,,static,bfloat16,fp8,8,True,2833.6702061887772,354.20877577359715,383.3092385744895,0.9240809772571209,180.6843996460084,0.6303410287565816,4.151705143782908,123450.0,617250.0,389078.0,512000,512000,True,2818768,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,0a4c614cca5e435b3c0f874d9f21e23b1662853a,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_dynamic_max_k5,1,,5,active_scheduled_batch,bfloat16,fp8,8,True,165.17363143476953,20.64670392934619,7.262536600950208,2.8429053185969266,6.054235118000179,0.5952380952380952,3.9761904761904763,252.0,1260.0,750.0,1000,1000,True,2815505,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,76656d1f1159ccdd44b2290e74e85b755f2421ef,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_dynamic_max_k5,2,,5,active_scheduled_batch,bfloat16,fp8,8,True,325.35149518779775,40.66893689847472,14.321653187929213,2.839681729812583,6.14719781399981,0.6832599118942732,4.416299559471366,454.0,2270.0,1551.0,2000,2000,True,2817296,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,43b59230a4b58810aba4a2cd4c52e77b92b23f9d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_dynamic_max_k5,4,,5,active_scheduled_batch,bfloat16,fp8,8,True,555.9853652932156,69.49817066165195,28.063682196529516,2.4764451854520506,7.194433971999388,0.6607296137339056,4.303648068669528,932.0,4660.0,3079.0,4000,4000,True,2817297,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,43b59230a4b58810aba4a2cd4c52e77b92b23f9d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_dynamic_max_k5,8,,3,active_scheduled_batch,bfloat16,fp8,8,True,839.4595773765833,104.93244717207291,52.54423434306073,1.99703066347813,9.529940708998765,0.7353642384105961,3.260586319218241,2456.0,7550.0,5552.0,8000,8000,True,2817298,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,43b59230a4b58810aba4a2cd4c52e77b92b23f9d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_dynamic_max_k5,16,,3,active_scheduled_batch,bfloat16,fp8,8,True,1306.1191057410333,163.26488821762916,95.65004509728801,1.7068981833889199,12.250031356001273,0.7652054794520547,3.3101736972704714,4836.0,14600.0,11172.0,16000,16000,True,2817295,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,43b59230a4b58810aba4a2cd4c52e77b92b23f9d,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_dynamic_max_k5,32,,2,active_scheduled_batch,bfloat16,fp8,8,True,1711.5784525451309,213.94730656814136,163.71393019596275,1.306836298609716,18.696192367002368,0.8144191167475431,2.6588039867109634,12040.0,24523.0,19972.0,32000,32000,True,2815992,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,6d4ac2da89abf64b28f4e6baa8df06798c4747dd,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_dynamic_max_k5,128,,1,active_scheduled_batch,bfloat16,fp8,8,True,2313.844913425674,289.23061417820924,334.6108461322646,0.8643790765344244,55.31917859200621,0.8814965100996568,2.173247736960989,58881.0,78369.0,69082.0,128000,128000,True,2815991,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,6d4ac2da89abf64b28f4e6baa8df06798c4747dd,PIECEWISE,False,True,83,83,2.45,False
ultra,10000,1000,mrv1,mtp_dynamic_max_k5,512,,0,active_scheduled_batch,bfloat16,fp8,8,True,2168.2818175878688,271.0352271984836,383.3092385744895,0.7070928637317794,236.1316669479711,0.8786881897689889,1.8895600642457584,270835.0,274186.0,240924.0,512000,512000,True,2816643,0.28.0,2cf0a69,sha256:41b54fb42c66a670a8b27e613ebef05898f24b9ab1bdab28bd00c877bd4935f4,f0dd8af3110820c708de2ce7b0720970f4c8ef8c,PIECEWISE,False,True,83,83,2.45,False
